artifact_id,image,rank,source_type,accession_number,score,oxford_type,oxford_image,pitts_description,oxford_description,reasons
fig_113,fig_113.jpg,1,plaque,2012.103.13,27,plaque,2012.103.13_1.png,"Bronze plaque, rep resenting a figure standing; long sjaear, multibarbed, with ogee-sectioned blade in right hand, pointing downwards, knob at butt end. There are twelve ducts running from the ground of the In left hand a broad leaf-shaped sword, plaque to the shaft of the spear. with a ring attached to jDommel, like Figs. 4, 13, 114, 131, 254, 255, &c. Dress like a nightshirt, and composed apparently of strings of coral, with bare arms. Dagger or short sword on left side. neck ; teeth necklace ; coral choker, badge of rank. in form somewhat resembling a grenadier cap. and quatrefoil leaves incised. Quadrangular bell on Head-dress of metal, Six rosettes on ground, 111 112 PLATE 19. 114 40 Antique Works of Art from Benin.",Rectangular bronze plaque with three standing figures,same primary type: plaque | shared material: bronze | shared feature: standing
fig_113,fig_113.jpg,2,plaque,1899.86.12,23,plaque,1899.86.12.png,"Bronze plaque, rep resenting a figure standing; long sjaear, multibarbed, with ogee-sectioned blade in right hand, pointing downwards, knob at butt end. There are twelve ducts running from the ground of the In left hand a broad leaf-shaped sword, plaque to the shaft of the spear. with a ring attached to jDommel, like Figs. 4, 13, 114, 131, 254, 255, &c. Dress like a nightshirt, and composed apparently of strings of coral, with bare arms. Dagger or short sword on left side. neck ; teeth necklace ; coral choker, badge of rank. in form somewhat resembling a grenadier cap. and quatrefoil leaves incised. Quadrangular bell on Head-dress of metal, Six rosettes on ground, 111 112 PLATE 19. 114 40 Antique Works of Art from Benin.",Bronze plaque with the image of a serpent,same primary type: plaque | shared material: bronze
fig_113,fig_113.jpg,3,plaque,2012.103.12,23,plaque,2012.103.12.png,"Bronze plaque, rep resenting a figure standing; long sjaear, multibarbed, with ogee-sectioned blade in right hand, pointing downwards, knob at butt end. There are twelve ducts running from the ground of the In left hand a broad leaf-shaped sword, plaque to the shaft of the spear. with a ring attached to jDommel, like Figs. 4, 13, 114, 131, 254, 255, &c. Dress like a nightshirt, and composed apparently of strings of coral, with bare arms. Dagger or short sword on left side. neck ; teeth necklace ; coral choker, badge of rank. in form somewhat resembling a grenadier cap. and quatrefoil leaves incised. Quadrangular bell on Head-dress of metal, Six rosettes on ground, 111 112 PLATE 19. 114 40 Antique Works of Art from Benin.",Rectangular bronze plaque with fish motif,same primary type: plaque | shared material: bronze
fig_113,fig_113.jpg,4,plaque,1900.39.1,20,plaque,1900.39.1.png,"Bronze plaque, rep resenting a figure standing; long sjaear, multibarbed, with ogee-sectioned blade in right hand, pointing downwards, knob at butt end. There are twelve ducts running from the ground of the In left hand a broad leaf-shaped sword, plaque to the shaft of the spear. with a ring attached to jDommel, like Figs. 4, 13, 114, 131, 254, 255, &c. Dress like a nightshirt, and composed apparently of strings of coral, with bare arms. Dagger or short sword on left side. neck ; teeth necklace ; coral choker, badge of rank. in form somewhat resembling a grenadier cap. and quatrefoil leaves incised. Quadrangular bell on Head-dress of metal, Six rosettes on ground, 111 112 PLATE 19. 114 40 Antique Works of Art from Benin.",Brass relief plaque depicting a human figure,same primary type: plaque
fig_113,fig_113.jpg,5,plaque,1900.39.2,20,plaque,1900.39.2_1.png,"Bronze plaque, rep resenting a figure standing; long sjaear, multibarbed, with ogee-sectioned blade in right hand, pointing downwards, knob at butt end. There are twelve ducts running from the ground of the In left hand a broad leaf-shaped sword, plaque to the shaft of the spear. with a ring attached to jDommel, like Figs. 4, 13, 114, 131, 254, 255, &c. Dress like a nightshirt, and composed apparently of strings of coral, with bare arms. Dagger or short sword on left side. neck ; teeth necklace ; coral choker, badge of rank. in form somewhat resembling a grenadier cap. and quatrefoil leaves incised. Quadrangular bell on Head-dress of metal, Six rosettes on ground, 111 112 PLATE 19. 114 40 Antique Works of Art from Benin.",Brass relief plaque depicting a fish,same primary type: plaque
fig_117,fig_117.jpg,1,head,1900.39.7,20,head,1900.39.7.png,"Brass bell, with reticulated pierced work. Negro head on front. This bell is interesting as being a survival of the bells so often seen hanging from the necks of the 'figures on the plaques. could have emitted any sound. It is evident that it never",Bronze hip-ornament mask depicting a ram’s head,same primary type: head
fig_117,fig_117.jpg,2,head,1900.39.8,20,head,1900.39.8_1.png,"Brass bell, with reticulated pierced work. Negro head on front. This bell is interesting as being a survival of the bells so often seen hanging from the necks of the 'figures on the plaques. could have emitted any sound. It is evident that it never",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_117,fig_117.jpg,3,head,1900.39.9,20,head,1900.39.9.png,"Brass bell, with reticulated pierced work. Negro head on front. This bell is interesting as being a survival of the bells so often seen hanging from the necks of the 'figures on the plaques. could have emitted any sound. It is evident that it never",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_117,fig_117.jpg,4,head,1966.13.1,20,head,1966.13.1_1.png,"Brass bell, with reticulated pierced work. Negro head on front. This bell is interesting as being a survival of the bells so often seen hanging from the necks of the 'figures on the plaques. could have emitted any sound. It is evident that it never",Bronze head,same primary type: head
fig_117,fig_117.jpg,5,head,1967.45.1,20,head,1967.45.1.png,"Brass bell, with reticulated pierced work. Negro head on front. This bell is interesting as being a survival of the bells so often seen hanging from the necks of the 'figures on the plaques. could have emitted any sound. It is evident that it never",Terracotta head,same primary type: head
fig_118,fig_118.jpg,1,figure,1900.39.5,23,figure,1900.39.5.png,"Entire tortoise shell, upper and under sides, in brass; ornamented on the upper side with geometrical pattern ; each figure inlaid with a cojoper bolt or stud in the centre.",Brass staff with the figure of a bird,same primary type: figure | shared material: brass
fig_118,fig_118.jpg,2,figure,1992.20.1,23,figure,1992.20.1.png,"Entire tortoise shell, upper and under sides, in brass; ornamented on the upper side with geometrical pattern ; each figure inlaid with a cojoper bolt or stud in the centre.",Standing brass figure holding staff,same primary type: figure | shared material: brass
fig_118,fig_118.jpg,3,figure,1995.1.2,23,figure,1995.1.2.png,"Entire tortoise shell, upper and under sides, in brass; ornamented on the upper side with geometrical pattern ; each figure inlaid with a cojoper bolt or stud in the centre.",Small brass figure,same primary type: figure | shared material: brass
fig_118,fig_118.jpg,4,figure,1899.86.13,20,figure,1899.86.13.png,"Entire tortoise shell, upper and under sides, in brass; ornamented on the upper side with geometrical pattern ; each figure inlaid with a cojoper bolt or stud in the centre.",Bronze foot broken from a figure,same primary type: figure
fig_118,fig_118.jpg,5,figure,1900.39.24,20,figure,1900.39.24.png,"Entire tortoise shell, upper and under sides, in brass; ornamented on the upper side with geometrical pattern ; each figure inlaid with a cojoper bolt or stud in the centre.",Wooden figure of a horse-rider,same primary type: figure
fig_119,fig_119.jpg,1,head,1900.39.7,23,head,1900.39.7.png,"Bronze human head for holding carved elephants' tusks. head-dress, pointed and reticulated, representing coral or agate. tribal marks over each eye. The Four Six vertical bands of inlaid iron-work over the The head-dress resembles nose. The pupils of the eyes are of iron. Figs. 100 and 101, Plate XVII. Coral choker. Guilloche pattern on projecting base. 115 116 117 PLATE 50. 118 119 120 1 G 42 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head | shared material: bronze
fig_119,fig_119.jpg,2,head,1900.39.8,23,head,1900.39.8_1.png,"Bronze human head for holding carved elephants' tusks. head-dress, pointed and reticulated, representing coral or agate. tribal marks over each eye. The Four Six vertical bands of inlaid iron-work over the The head-dress resembles nose. The pupils of the eyes are of iron. Figs. 100 and 101, Plate XVII. Coral choker. Guilloche pattern on projecting base. 115 116 117 PLATE 50. 118 119 120 1 G 42 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_119,fig_119.jpg,3,head,1900.39.9,23,head,1900.39.9.png,"Bronze human head for holding carved elephants' tusks. head-dress, pointed and reticulated, representing coral or agate. tribal marks over each eye. The Four Six vertical bands of inlaid iron-work over the The head-dress resembles nose. The pupils of the eyes are of iron. Figs. 100 and 101, Plate XVII. Coral choker. Guilloche pattern on projecting base. 115 116 117 PLATE 50. 118 119 120 1 G 42 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_119,fig_119.jpg,4,head,1966.13.1,23,head,1966.13.1_1.png,"Bronze human head for holding carved elephants' tusks. head-dress, pointed and reticulated, representing coral or agate. tribal marks over each eye. The Four Six vertical bands of inlaid iron-work over the The head-dress resembles nose. The pupils of the eyes are of iron. Figs. 100 and 101, Plate XVII. Coral choker. Guilloche pattern on projecting base. 115 116 117 PLATE 50. 118 119 120 1 G 42 Antique Works of Art from Benin.",Bronze head,same primary type: head | shared material: bronze
fig_119,fig_119.jpg,5,head,1975.7.2,23,head,1975.7.2_1.png,"Bronze human head for holding carved elephants' tusks. head-dress, pointed and reticulated, representing coral or agate. tribal marks over each eye. The Four Six vertical bands of inlaid iron-work over the The head-dress resembles nose. The pupils of the eyes are of iron. Figs. 100 and 101, Plate XVII. Coral choker. Guilloche pattern on projecting base. 115 116 117 PLATE 50. 118 119 120 1 G 42 Antique Works of Art from Benin.",Bronze cylindrical vessel with decoration depicting animal and human heads,same primary type: head | shared material: bronze
fig_121,fig_121.jpg,1,head,1900.39.7,23,head,1900.39.7.png,"Head-dress composed entirely of agate. It serves to explain the construc- tion of the head-dresses on the bronze plaques and figures, showing how the reticulated effect on the plaques is formed by beads of agate strung together The rosettes of agate, and the tags and pendants are in a kind of network. also explained by this figure. See Figs. 2, 4, 43, 44, 82, 83, 86, 87, 94, 95, Benin art. 96, 97, 100, 101, 119, 120, 124, 125, 126, 127, 232-234, 277, 278, &c.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head | shared material: bronze
